POS,ARCHETYPE,PRIMARY,SECONDARY,KEY BADGES,SECONDARY BADGES,,Layups,Dunks,Mid-Range,3PT,Ball Handling,Passing,Post Offense,Rebounding,Steals,Blocks,Vertical,Lat Quickness,Speed,Accel,Strength,Stamina
5,Post Scoring Rim Protector,Defending,Post Scoring,"HOF Bruiser, HOF Rim Protector, GOLD Defensive Stopper, GOLD Charge Card, GOLD Chase Down Artist","Gold Putback King, Silver Brick Wall, Silver Lob City Finisher, Silver Posterizer, Silver Pick & Roller, Silver Post Spin Technician, Silver Drop Stepper, Silver Up & Under Specialist, Bronze Hustle Rebounder, Bronze Pick Pocket, Bronze Relentless Finisher, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,10-14,12-16,6-9,4-5,5-9,7-10,14-14,12-16,21-22,22-23,19-22,19-22,19-22,19-22,21-25,22-25
5,Post Scoring Athletic Finisher,Driving & Finishing,Post Scoring,"HOF Relentless Finisher, HOF Pick & Roller, GOLD Posterizer, GOLD Lob City Finisher, GOLD Putback King","Gold Post Spin Technician, Silver Drop Stepper, Silver Bruiser, Silver Hustle Rebounder, Silver Up & Under Specialist, Silver One Man Fast Break, Silver Brick Wall, Bronze Tear Dropper, Bronze Acrobat, Bronze Chase Down Artist, Bronze Defensive Stopper, Bronze Rim Protector, Bronze Tireless Scorer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,23-25,23-23,8-11,5-6,12-15,8-10,14-15,10-15,11-14,9-12,20-21,13-14,19-21,19-22,14-17,22-25
5,Shot Creating Post Scorer,Post Scoring,Shot Creating,"HOF Up & Under Specialist, HOF Post Spin Technician, HOF Drop Stepper, GOLD Bruiser, GOLD Brick Wall","Gold Relentless Finisher, Silver Pick & Roller, Silver Mid Range Deadeye, Silver Rim Protector, Silver Hustle Rebounder, Silver Tireless Scorer, Bronze Lob City Finisher, Bronze Posterizer, Bronze Defensive Stopper, Bronze Tear Dropper, Bronze Charge Card, Bronze Putback King, Bronze Difficult shots, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,19-23,14-18,18-20,7-10,10-15,10-14,22-23,13-17,7-12,10-15,10-14,9-13,11-14,12-14,20-23,22-25
5,Slashing Post Scorer,Post Scoring,Driving & Finishing,"HOF Post Spin Technician, GOLD Drop Stepper, GOLD Bruiser, GOLD Relentless Finisher, GOLD Up & Under Specialist","Gold Pick & Roller, Gold Brick Wall, Silver Posterizer, Silver Putback King, Silver Lob City Finisher, Silver Rim Protector, Silver Defensive Stopper, Bronze Tireless Scorer, Bronze One Man Fast Break, Bronze Tear Dropper, Bronze Chase Down Artist, Bronze Charge Card, Bronze Hustle Rebounder, Bronze Acrobat, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,22-24,18-21,12-15,6-7,9-13,9-13,21-21,13-18,8-13,10-15,14-18,9-12,14-17,14-17,20-23,22-25
5,Shot Creating Rim Protector,Defending,Shot Creating,"GOLD Defensive Stopper, GOLD Rim Protector, GOLD Chase Down Artist, GOLD Charge Card, GOLD Putback King","Gold Bruiser, Silver Lob City Finisher, Silver Mid Range Deadeye, Silver Pick & Roller, Silver Posterizer, Silver Brick Wall, Bronze Hustle Rebounder, Bronze Pick Pocket, Bronze Difficult Shots, Bronze Up & Under Specialist, Bronze Relentless Finisher, Bronze Tear Dropper, Bronze Tireless Scorer, Bronze Post Spin Technician, Bronze Drop Stepper, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,8-12,11-16,12-14,6-8,8-12,7-10,7-9,11-14,21-23,21-22,20-23,20-23,20-23,21-23,18-23,22-25
5,Two Way Post Scorer,Post Scoring,Defending,"HOF Bruiser, GOLD Post Spin Technician, GOLD Drop Stepper, GOLD Up & Under Specialist, GOLD Brick Wall","Gold Rim Protector, Silver Putback King, Silver Defensive Stopper, Silver Relentless Finisher, Silver Pick & Roller, Silver Charge Card, Silver Posterizer, Silver Chase Down Artist, Silver Lob City Finisher, Bronze Hustle Rebounder, Bronze Tireless Scorer, Bronze Pick Pocket, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,17-20,13-17,11-14,5-7,7-10,9-12,21-21,13-18,14-17,16-19,14-18,13-16,14-17,14-17,21-25,22-25
5,Playmaking Rim Protector,Defending,Passing & Ball Handling,"GOLD Defensive Stopper, GOLD Rim Protector, GOLD Chase Down Artist, GOLD Charge Card, GOLD Bruiser","Silver Putback King, Silver Lob City Finisher, Silver Dimer, Silver Lob City Passer, Silver Break Starter, Silver Flashy Passer, Silver Posterizer, Silver Brick Wall, Bronze Pick Pocket, Bronze Hustle Rebounder, Bronze Pick & Roller, Bronze Post Spin Technician, Bronze Drop Stepper, Bronze Tireless Scorer, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,7-10,10-14,6-9,6-8,13-15,14-15,6-7,10-13,21-22,21-22,19-23,20-23,22-25,22-25,18-22,22-25
5,Sharpshooting Rim Protector,Defending,3pt Shooting,"GOLD Charge Card, GOLD Defensive Stopper, GOLD Rim Protector, GOLD Chase Down Artist, GOLD Bruiser","Silver Putback King, Silver Lob City Finisher, Silver Catch & Shoot, Silver Corner Specialist, Silver Pick & Popper, Silver Posterizer, Silver Pick & Roller, Silver Brick Wall, Bronze Pick Pocket, Bronze Deep Range Deadeye, Bronze Limitless Range, Bronze Hustle Rebounder, Bronze Mid Range Deadeye, Bronze Difficult Shots, Bronze Tireless Scorer, Bronze Up & Under Specialist, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,7-9,9-13,10-13,12-13,6-9,8-10,6-8,10-14,21-22,21-21,19-23,20-23,19-22,19-22,18-22,22-25
5,Slashing Rebounder,Rebounding,Driving & Finishing,"HOF Putback King, HOF Hustle Rebounder, GOLD Lob City Finisher, GOLD Brick Wall, GOLD Bruiser","Gold Break Starter, Gold Posterizer, Gold Pick & Roller, Silver Relentless Finisher, Silver Rim Protector, Silver Chase Down Artist, Bronze Defensive Stopper, Bronze One Man Fast Break, Bronze Tear Dropper, Bronze Acrobat, Bronze Post Spin Technician, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,17-20,17-20,5-8,4-5,7-10,8-11,11-13,21-22,10-15,10-15,22-25,11-14,17-20,17-20,20-23,22-25
5,Playmaking Post Scorer,Post Scoring,Passing & Ball Handling,"HOF Post Spin Technician, HOF Drop Stepper, GOLD Up & Under Specialist, GOLD Bruiser, GOLD Brick Wall","Silver Relentless Finisher, Silver Dimer, Silver Lob City Passer, Silver Break Starter, Silver Flashy Passer, Silver Pick & Roller, Bronze Rim Protector, Bronze Putback King, Bronze Tireless Scorer, Bronze Posterizer, Bronze Hustle Rebounder, Bronze Defensive Stopper, Bronze Lob City Finisher, Bronze Mid Range Deadeye, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,18-22,12-16,13-16,7-9,14-17,15-18,21-21,12-17,7-12,9-13,9-13,9-12,14-17,14-17,19-22,22-25
5,Sharpshooting Athletic Finisher,Driving & Finishing,3pt Shooting,"HOF Pick & Roller, GOLD Posterizer, GOLD Relentless Finisher, GOLD Lob City Finisher, GOLD Putback King","Silver Catch & Shoot, Silver Corner Specialist, Silver Pick & Popper, Silver One Man Fast Break, Bronze Tear Dropper, Bronze Hustler Rebounder, Bronze Acrobat, Bronze Post Spin Technician, Bronze Chase Down Artist, Bronze Deep Range Deadeye, Bronze Limitless Range, Bronze Tireless Scorer, Bronze Mid Range Deadeye, Bronze Difficult Shots, Bronze Defensive Stopper, Bronze Bruiser, Bronze Up & Under Specialist, Bronze Brick Wall, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,22-22,20-20,12-14,13-15,13-15,9-11,7-8,9-12,11-14,8-11,20-23,13-15,19-22,19-22,11-14,22-25
5,Rebounding Rim Protector,Defending,Rebounding,"HOF Rim Protector, HOF Bruiser, GOLD Chase Down Artist, GOLD Putback King, GOLD Defensive Stopper","Gold Charge Card, Gold Brick Wall, Gold Lob City Finisher, Silver Hustle Rebounder, Silver Posterizer, Silver Pick & Roller, Silver Break Starter, Bronze Pick Pocket, Bronze Pick Dodger, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,7-10,11-16,4-7,4-5,5-8,7-9,7-9,17-19,22-23,22-23,22-25,19-22,20-23,20-22,21-25,22-25
5,Pure Rim Protector,Defending,Defending,"HOF Defensive Stopper, HOF Rim Protector, HOF Chase Down Artist, HOF Charge Card, GOLD Bruiser","Gold Putback King, Silver Lob City Finisher, Silver Posterizer, Silver Pick Pocket, Silver Brick Wall, Bronze Hustler Rebounder, Bronze Prick & Roller, Bronze Pick Dodger, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,6-8,11-15,4-7,4-5,5-7,7-9,6-7,11-15,25-25,25-25,22-25,22-25,22-25,22-25,20-25,22-25
5,Playmaking Athletic Finisher,Driving & Finishing,Passing & Ball Handling,"GOLD Relentless Finisher, GOLD Posterizer, GOLD Pick & Roller, GOLD Lob City Finisher, GOLD Putback King","Silver Post Spin Technician, Silver One Man Fast Break, Silver Dimer, Silver Lob City Passer, Silver Break Starter, Silver Flashy Passer, Silver Acrobat, Bronze Tear Dropper, Bronze Hustle Rebounder, Bronze Chase Down Artist, Bronze Drop Stepper, Bronze Defensive Stopper, Bronze Tireless Scorer, Bronze Brick Wall, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,22-23,21-21,8-11,7-8,18-20,15-16,7-8,9-12,11-14,8-11,20-23,14-16,22-25,22-25,11-14,22-25
5,Two Way Rebounder,Rebounding,Defending,"HOF Bruiser, HOF Putback King, HOF Brick Wall, GOLD Hustle Rebounder, GOLD Break Starter","Gold Rim Protector, Gold Lob City Finisher, Silver Chase Down Artist, Silver Defensive Stopper, Silver Posterizer, Silver Pick & Roller, Silver Charge Card, Bronze Pick Pocket, Bronze Pick Dodger, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,11-15,12-17,4-7,4-5,5-8,8-11,11-12,22-23,16-19,16-19,22-25,14-18,15-20,15-18,21-25,22-25
5,Pure Post Scorer,Post Scoring,Post Scoring,"HOF Post Spin Technician, HOF Drop Stepper, HOF Bruiser, HOF Up & Under Specialist, GOLD Brick Wall","Gold Relentless Finisher, Silver Pick & Roller, Silver Rim Protector, Silver Putback King, Bronze Posterizer, Bronze Hustler Rebounder, Bronze Defensive Stopper, Bronze Tireless Scorer, Bronze Lob City Finisher, Bronze Mid Range Deadeye, Bronze Difficult Shots, Bronze Pick & Popper, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,20-24,14-18,13-16,5-7,7-11,9-13,25-25,14-19,7-12,10-15,9-13,8-10,9-11,10-12,22-25,22-25
5,Playmaking Rebounder,Rebounding,Passing & Ball Handling,"HOF Break Starter, GOLD Brick Wall, GOLD Hustle Rebounder, GOLD Bruiser, GOLD Putback King","Silver Lob City Finisher, Silver Dimer, Silver Lob City Passer, Silver Flashy Passer, Silver Posterizer, Silver Rim Protector, Silver Pick & Roller, Bronze Chase Down Artist, Bronze Defensive Stopper, Bronze Post Spin Technician, Bronze Drop Stepper, Bronze Tireless Scorer, Bronze Relentless Finisher, Bronze Up & Under Specialist, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,12-17,10-15,6-9,6-8,13-15,15-17,11-12,21-21,10-13,9-13,19-23,11-13,15-20,15-17,19-22,22-25
5,Rebounding Post Scorer,Post Scoring,Rebounding,"HOF Bruiser, HOF Brick Wall, GOLD Up & Under Specialist, GOLD Post Spin Technician, GOLD Drop Stepper","Gold Putback King, Silver Hustle Rebounder, Silver Relentless Finisher, Silver Pick & Roller, Silver Rim Protector, Silver Posterizer, Silver Break Starter, Silver Lob City Finisher, Bronze Defensive Stopper, Bronze Tireless Scorer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,18-22,14-18,11-14,5-7,7-10,9-13,22-23,18-21,8-13,10-15,14-18,8-11,9-12,10-12,22-25,22-25
5,Glass Cleaner,Rebounding,Rebounding,"HOF Hustle Rebounder, HOF Brick Wall, HOF Break Starter, HOF Bruiser, HOF Putback King","Gold Lob City Finisher, Silver Posterizer, Silver Rim Protector, Silver Pick & Roller, Bronze Chase Down Artist, Bronze Defensive Stopper, Bronze Relentless Finisher, Bronze Pick Dodger, Bronze Up & Under Specialist, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,12-17,12-17,4-7,4-5,5-8,8-11,12-14,25-25,10-15,10-15,23-25,10-13,11-16,11-13,22-25,22-25
5,Post Scoring Rebounder,Rebounding,Post Scoring,"HOF Bruiser, HOF Brick Wall, HOF Putback King, GOLD Hustle Rebounder, GOLD Break Starter","Silver Lob City Finisher, Silver Pick & Roller, Silver Rim Protector, Silver Posterizer, Silver Up & Under Specialist, Silver Post Spin Technician, Silver Drop Stepper, Bronze Relentless Finisher, Bronze Chase Down Artist, Bronze Defensive Stopper, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,15-20,12-18,6-9,4-5,5-9,8-11,17-18,23-23,9-14,10-15,19-22,10-12,11-15,11-13,22-25,22-25
5,Sharpshooting Post Scorer,Post Scoring,3pt Shooting,"HOF Up & Under Specialist, GOLD Bruiser, GOLD Post Spin Technician, GOLD Drop Stepper, GOLD Brick Wall","Silver Relentless Finisher, Silver Pick & Roller, Silver Pick & Popper, Silver Catch & Shoot, Silver Corner Specialist, Bronze Rim Protector, Bronze Putback King, Bronze Deep Range Deadeye, Bronze Tireless Scorer, Bronze Mid Range Deadeye, Bronze Difficult Shots, Bronze Posterizer, Bronze Limitless Range, Bronze Hustle Rebounder, Bronze Defensive Stopper, Bronze Lob City Finisher, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,18-21,11-15,15-18,12-13,7-11,9-13,21-22,11-16,7-13,9-14,9-14,9-12,9-12,10-12,20-23,22-25
5,Slashing Stretch Five,3pt Shooting,Driving & Finishing,"GOLD Catch & Shoot, GOLD Corner Specialist, GOLD Pick & Popper, GOLD Pick & Roller, GOLD Deep Range Deadeye","Silver Limitless Range, Silver Posterizer, Silver Relentless Finisher, Silver Lob City Finisher, Silver Mid Range Deadeye, Silver Difficult Shots, Silver Tireless Scorer, Bronze Up & Under Specialist, Bronze Putback King, Bronze Bruiser, Bronze One Man Fast Break, Bronze Tear Dropper, Bronze Hustle Rebounder, Bronze Acrobat, Bronze Post Spin Technician, Bronze Chase Down Artist, Bronze Brick Wall, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,16-17,11-12,18-20,21-21,10-14,10-13,8-10,7-10,9-13,6-9,14-18,12-15,14-17,14-17,9-14,22-25
5,Sharpshooting Rebounder,Rebounding,3pt Shooting,"GOLD Bruiser, GOLD Brick Wall, GOLD Hustle Rebounder, GOLD Break Starter, GOLD Putback King","Silver Lob City Finisher, Silver Pick & Roller, Silver Catch & Shoot, Silver Corner Specialist, Silver Pick & Popper, Silver Posterizer, Silver Rim Protector, Bronze Deep Range Deadeye, Bronze Limitless Range, Bronze Chase Down Artist, Bronze Up & Under Specialist, Bronze Mid Range Deadeye, Bronze Difficult shots, Bronze Defensive Stopper, Bronze Tireless Scorer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,12-16,10-15,10-15,12-13,6-9,9-12,11-13,21-21,10-14,9-13,19-23,10-14,11-15,11-13,19-22,22-25
5,Shot Creating Rebounder,Rebounding,Shot Creating,"GOLD Hustle Rebounder, GOLD Brick Wall, GOLD Break Starter, GOLD Bruiser, GOLD Putback King","Gold Lob City Finisher, Silver Pick & Roller, Silver Rim Protector, Silver Mid Range Deadeye, Silver Posterizer, Bronze Up & Under Specialist, Bronze Difficult Shots, Bronze Chase Down Artist, Bronze Relentless Finisher, Bronze Defensive Stopper, Bronze Tear Dropper, Bronze Tireless Scorer, Bronze Post Spin Technician, Bronze Drop Stepper, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,13-17,12-16,12-13,6-8,8-12,8-12,12-14,21-22,10-15,10-15,20-23,11-13,12-17,13-15,20-23,22-25
5,Two Way Stretch Five,3pt Shooting,Defending,"GOLD Catch & Shoot, GOLD Corner Specialist, GOLD Pick & Popper, GOLD Deep Range Deadeye, SILVER Limitless Range","Silver Charge Card, Silver Bruiser, Silver Pick & Roller, Silver Defensive Stopper, Silver Rim Protector, Silver Chase Down Artist, Silver Mid Range Deadeye, Silver Difficult Shots, Bronze Tireless Scorer, Bronze Up & Under Specialist, Bronze Putback King, Bronze Brick Wall, Bronze Lob City Finisher, Bronze Posterizer, Bronze Pick Pocket, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,9-10,4-7,17-19,20-21,8-12,10-13,8-9,8-10,15-17,13-14,13-18,15-18,14-17,14-17,13-18,22-25
5,Post Scoring Stretch Five,3pt Shooting,Post Scoring,"GOLD Pick & Popper, GOLD Catch & Shoot, GOLD Corner Specialist, GOLD Up & Under Specialist, GOLD Deep Range Deadeye","Silver Bruiser, Silver Limitless Range, Silver Pick & Roller, Silver Mid Range Deadeye, Silver Difficult Shots, Silver Post Spin Technician, Silver Drop Stepper, Silver Tireless Scorer, Silver Brick Wall, Bronze Relentless Finisher, Bronze Rim Protector, Bronze Putback King, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,13-16,5-8,19-21,21-21,9-13,11-14,15-16,9-12,8-12,6-9,8-14,10-13,9-11,9-11,14-18,22-25
5,Playmaking Stretch Five,3pt Shooting,Passing & Ball Handling,"GOLD Corner Specialist, GOLD Catch & Shoot, GOLD Pick & Popper, GOLD Deep Range Deadeye, SILVER Limitless Range","Silver Tireless Scorer, Silver Mid Range Deadeye, Silver Dimer, Silver Lob City Passer, Silver Break Starter, Silver Flashy Passer, Silver Difficult Shots, Silver Up & Under Specialist, Bronze Pick & Roller, Bronze Post Spin Technician, Bronze Drop Stepper, Bronze Bruiser, Bronze Brick Wall, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,10-13,3-5,19-21,22-23,15-18,17-18,8-10,7-9,8-12,5-7,8-14,11-15,14-17,14-17,9-13,22-25
5,Rebounding Stretch Five,3pt Shooting,Rebounding,"GOLD Catch & Shoot, GOLD Corner Specialist, GOLD Pick & Popper, GOLD Deep Range Deadeye, SILVER Bruiser","Silver Limitless Range, Silver Pick & Roller, Silver Brick Wall, Silver Hustle Rebounder, Silver Break Starter, Silver Putback King, Silver Mid Range Deadeye, Silver Difficult Shots, Silver Up & Under Specialist, Bronze Tireless Scorer, Bronze Lob City Finisher, Bronze Posterizer, Bronze Rim Protector, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,10-13,4-8,17-19,20-21,8-12,10-13,9-11,14-15,8-13,6-9,13-18,11-14,9-12,9-11,14-18,22-25
5,Shot Creating Stretch Five,3pt Shooting,Shot Creating,"GOLD Corner Specialist, GOLD Catch & Shoot, GOLD Pick & Popper, GOLD Mid Range Deadeye, GOLD Deep Range Deadeye","Gold Difficult Shots, Silver Limitless Range, Silver Up & Under Specialist, Silver Tireless Scorer, Silver Pick & Roller, Bronze Relentless Finisher, Bronze Tear Dropper, Bronze Bruiser, Bronze Post Spin Technician, Bronze Lob City Finisher, Bronze Drop Stepper, Bronze Brick Wall, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,11-14,4-8,23-24,23-23,11-16,11-14,9-11,7-9,8-12,6-8,9-15,11-14,11-14,11-13,9-13,22-25
5,Pure Stretch Five,3pt Shooting,3pt Shooting,"HOF Catch & Shoot, HOF Corner Specialist, HOF Pick & Popper, GOLD Deep Range Deadeye, GOLD Limitless Range","Silver Mid Range Deadeye, Silver Difficult Shots, Silver Tireless Scorer, Silver Pick & Roller, Silver Up & Under Specialist, Bronze Bruiser, Bronze Brick Wall, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,10-11,2-4,21-23,25-25,9-13,11-14,8-10,7-9,8-12,5-7,8-14,11-14,9-11,9-11,9-13,22-25
